203;Logan;In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.;2017;Ficcao
204;Room;Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.;2015;Suspense
205;Relatos salvajes;Six short stories that explore the extremities of human behavior involving people in distress.;2014;Suspense
206;Soul;After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.;2020;Animacao
207;Kis Uykusu;A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.;2014;Drama
208;PK;An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.;2014;Comedia
209;OMG: Oh My God!;A shopkeeper takes God to court when his shop is destroyed by an earthquake.;2012;Comedia
210;The Grand Budapest Hotel;A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.;2014;Aventura
211;Gone Girl;With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.;2014;Suspense
212;kami kodomo no Ame to Yuki;After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.;2012;Animacao
213;Hacksaw Ridge;World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.;2016;Drama
214;Inside Out;After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.;2015;Animacao
215;Barfi!;Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.;2012;Romance
216;12 Years a Slave;In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.;2013;Drama
217;Rush;The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.;2013;Acao
218;Ford v Ferrari;American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.;2019;Acao
219;Spotlight;The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.;2015;Suspense
220;Song of the Sea;Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.;2014;Animacao
221;Kahaani;A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.;2012;Suspense
222;Zindagi Na Milegi Dobara;Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.;2011;Comedia
223;Prisoners;When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.;2013;Suspense
224;Mad Max: Fury Road;In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.;2015;Ficcao
225;A Wednesday;A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.;2008;Suspense
226;Gran Torino;Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.;2008;Drama
227;Harry Potter and the Deathly Hallows: Part 2;Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.;2011;Aventura
228;Okuribito;A newly unemployed cellist takes a job preparing the dead for funerals.;2008;Drama
229;Hachi: A Dog's Tale;A college professor bonds with an abandoned dog he takes into his home.;2009;Drama
230;Mary and Max;A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.;2009;Animacao
231;How to Train Your Dragon;A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.;2010;Animacao
232;Into the Wild;After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.;2007;Aventura
233;No Country for Old Men;Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.;2007;Suspense
234;Lage Raho Munna Bhai;Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.;2006;Romance
235;Million Dollar Baby;A determined woman works with a hardened boxing trainer to become a professional.;2004;Drama
236;Hotel Rwanda;Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.;2004;Drama
237;Taegukgi hwinalrimyeo;When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.;2004;Acao
238;Before Sunset;Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.;2004;Romance
239;Munna Bhai M.B.B.S.;A gangster sets out to fulfill his father's dream of becoming a doctor.;2003;Comedia
240;Salinui chueok;In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.;2003;Suspense
241;Dil Chahta Hai;Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.;2001;Romance
242;Kill Bill: Vol. 1;After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.;2003;Suspense
243;Finding Nemo;After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.;2003;Animacao
244;Catch Me If You Can;Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.;2002;Suspense
245;Amores perros;A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.;2000;Suspense
246;Monsters, Inc.;In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.;2001;Animacao
